Tag Name,Type,Description,PLC Address
"PLC uploded Tags.HMI_CoolingZone_Temp_SP","float","HMI_CoolingZone_Temp_SP","HMI_CoolingZone_Temp_SP"
"PLC uploded Tags.HMI_Door_Lock","bool","HMI_Door_Lock","HMI_Door_Lock"
"PLC uploded Tags.HMI_Dryer_Cool_Zone_DC_PT_High_Tol_SP","float","HMI_Dryer_Cool_Zone_DC_PT_High_Tol_SP","HMI_Dryer_Cool_Zone_DC_PT_High_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Cool_Zone_DC_PT_Low_Tol_SP","float","HMI_Dryer_Cool_Zone_DC_PT_Low_Tol_SP","HMI_Dryer_Cool_Zone_DC_PT_Low_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Cool_Zone_DC_PT_SP","float","HMI_Dryer_Cool_Zone_DC_PT_SP","HMI_Dryer_Cool_Zone_DC_PT_SP"
"PLC uploded Tags.HMI_Dryer_Cool_Zone_DN_DC_PT_High_Tol_SP","float","HMI_Dryer_Cool_Zone_DN_DC_PT_High_Tol_SP","HMI_Dryer_Cool_Zone_DN_DC_PT_High_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Cool_Zone_DN_DC_PT_Low_Tol_SP","float","HMI_Dryer_Cool_Zone_DN_DC_PT_Low_Tol_SP","HMI_Dryer_Cool_Zone_DN_DC_PT_Low_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Cool_Zone_DN_DC_PT_SP","float","HMI_Dryer_Cool_Zone_DN_DC_PT_SP","HMI_Dryer_Cool_Zone_DN_DC_PT_SP"
"PLC uploded Tags.HMI_Dryer_Cooling_Zn_Dust_Collector_PV01","bool","HMI_Dryer_Cooling_Zn_Dust_Collector_PV01","HMI_Dryer_Cooling_Zn_Dust_Collector_PV01"
"PLC uploded Tags.HMI_Dryer_Cooling_Zn_Dust_Collector_PV02","bool","HMI_Dryer_Cooling_Zn_Dust_Collector_PV02","HMI_Dryer_Cooling_Zn_Dust_Collector_PV02"
"PLC uploded Tags.HMI_Dryer_Cooling_Zn_Dust_Collector_PV03","bool","HMI_Dryer_Cooling_Zn_Dust_Collector_PV03","HMI_Dryer_Cooling_Zn_Dust_Collector_PV03"
"PLC uploded Tags.HMI_Dryer_Cooling_Zone_Temp_High_Tol_SP","float","HMI_Dryer_Cooling_Zone_Temp_High_Tol_SP","HMI_Dryer_Cooling_Zone_Temp_High_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Cooling_Zone_Temp_Low_Tol_SP","float","HMI_Dryer_Cooling_Zone_Temp_Low_Tol_SP","HMI_Dryer_Cooling_Zone_Temp_Low_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Cooling_Zone_Temp_SP","float","HMI_Dryer_Cooling_Zone_Temp_SP","HMI_Dryer_Cooling_Zone_Temp_SP"
"PLC uploded Tags.HMI_Dryer_Gas_Inlet_FT_High_Tol_SP","float","HMI_Dryer_Gas_Inlet_FT_High_Tol_SP","HMI_Dryer_Gas_Inlet_FT_High_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Gas_Inlet_FT_Low_Tol_SP","float","HMI_Dryer_Gas_Inlet_FT_Low_Tol_SP","HMI_Dryer_Gas_Inlet_FT_Low_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Gas_Inlet_FT_SP","float","HMI_Dryer_Gas_Inlet_FT_SP","HMI_Dryer_Gas_Inlet_FT_SP"
"PLC uploded Tags.HMI_Dryer_Heat_Zn_Inlet_FT_High_Tol_SP","float","HMI_Dryer_Heat_Zn_Inlet_FT_High_Tol_SP","HMI_Dryer_Heat_Zn_Inlet_FT_High_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heat_Zn_Inlet_FT_Low_Tol_SP","float","HMI_Dryer_Heat_Zn_Inlet_FT_Low_Tol_SP","HMI_Dryer_Heat_Zn_Inlet_FT_Low_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heat_Zn_Inlet_FT_SP","float","HMI_Dryer_Heat_Zn_Inlet_FT_SP","HMI_Dryer_Heat_Zn_Inlet_FT_SP"
"PLC uploded Tags.HMI_Dryer_Heat_Zone_DC_PT_Low_Tol_SP","float","HMI_Dryer_Heat_Zone_DC_PT_Low_Tol_SP","HMI_Dryer_Heat_Zone_DC_PT_Low_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heat_Zone_DN_DC_PT_High_Tol_SP","float","HMI_Dryer_Heat_Zone_DN_DC_PT_High_Tol_SP","HMI_Dryer_Heat_Zone_DN_DC_PT_High_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heat_Zone_DN_DC_PT_Low_Tol_SP","float","HMI_Dryer_Heat_Zone_DN_DC_PT_Low_Tol_SP","HMI_Dryer_Heat_Zone_DN_DC_PT_Low_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heat_Zone_DN_DC_PT_SP","float","HMI_Dryer_Heat_Zone_DN_DC_PT_SP","HMI_Dryer_Heat_Zone_DN_DC_PT_SP"
"PLC uploded Tags.HMI_Dryer_Heat_Zone_UP_DC_PT_High_Tol_SP","float","HMI_Dryer_Heat_Zone_UP_DC_PT_High_Tol_SP","HMI_Dryer_Heat_Zone_UP_DC_PT_High_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heat_Zone_UP_DC_PT_SP","float","HMI_Dryer_Heat_Zone_UP_DC_PT_SP","HMI_Dryer_Heat_Zone_UP_DC_PT_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zn_Dust_Collector_PV01","bool","HMI_Dryer_Heating_Zn_Dust_Collector_PV01","HMI_Dryer_Heating_Zn_Dust_Collector_PV01"
"PLC uploded Tags.HMI_Dryer_Heating_Zn_Dust_Collector_PV02","bool","HMI_Dryer_Heating_Zn_Dust_Collector_PV02","HMI_Dryer_Heating_Zn_Dust_Collector_PV02"
"PLC uploded Tags.HMI_Dryer_Heating_Zn_Dust_Collector_PV03","bool","HMI_Dryer_Heating_Zn_Dust_Collector_PV03","HMI_Dryer_Heating_Zn_Dust_Collector_PV03"
"PLC uploded Tags.HMI_Dryer_Heating_Zone1_Temp_High_SP","float","HMI_Dryer_Heating_Zone1_Temp_High_SP","HMI_Dryer_Heating_Zone1_Temp_High_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone1_Temp_High_Tol_SP","float","HMI_Dryer_Heating_Zone1_Temp_High_Tol_SP","HMI_Dryer_Heating_Zone1_Temp_High_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone1_Temp_Low_SP","float","HMI_Dryer_Heating_Zone1_Temp_Low_SP","HMI_Dryer_Heating_Zone1_Temp_Low_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone1_Temp_Low_Tol_SP","float","HMI_Dryer_Heating_Zone1_Temp_Low_Tol_SP","HMI_Dryer_Heating_Zone1_Temp_Low_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone1_Temperature_SP","float","HMI_Dryer_Heating_Zone1_Temperature_SP","HMI_Dryer_Heating_Zone1_Temperature_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone2_Temp_High_SP","float","HMI_Dryer_Heating_Zone2_Temp_High_SP","HMI_Dryer_Heating_Zone2_Temp_High_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone2_Temp_High_Tol_SP","float","HMI_Dryer_Heating_Zone2_Temp_High_Tol_SP","HMI_Dryer_Heating_Zone2_Temp_High_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone2_Temp_Low_SP","float","HMI_Dryer_Heating_Zone2_Temp_Low_SP","HMI_Dryer_Heating_Zone2_Temp_Low_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone2_Temp_Low_Tol_SP","float","HMI_Dryer_Heating_Zone2_Temp_Low_Tol_SP","HMI_Dryer_Heating_Zone2_Temp_Low_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone2_Temperature_SP","float","HMI_Dryer_Heating_Zone2_Temperature_SP","HMI_Dryer_Heating_Zone2_Temperature_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone3_Temp_High_SP","float","HMI_Dryer_Heating_Zone3_Temp_High_SP","HMI_Dryer_Heating_Zone3_Temp_High_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone3_Temp_High_Tol_SP","float","HMI_Dryer_Heating_Zone3_Temp_High_Tol_SP","HMI_Dryer_Heating_Zone3_Temp_High_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone3_Temp_Low_SP","float","HMI_Dryer_Heating_Zone3_Temp_Low_SP","HMI_Dryer_Heating_Zone3_Temp_Low_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone3_Temp_Low_Tol_SP","float","HMI_Dryer_Heating_Zone3_Temp_Low_Tol_SP","HMI_Dryer_Heating_Zone3_Temp_Low_Tol_SP"
"PLC uploded Tags.HMI_Dryer_Heating_Zone3_Temperature_SP","float","HMI_Dryer_Heating_Zone3_Temperature_SP","HMI_Dryer_Heating_Zone3_Temperature_SP"
"PLC uploded Tags.HMI_Fine_FastSpeed","int","HMI_Fine_FastSpeed","HMI_Fine_FastSpeed"
"PLC uploded Tags.HMI_Fine_FineSpeed","int","HMI_Fine_FineSpeed","HMI_Fine_FineSpeed"
"PLC uploded Tags.HMI_Fine_SuperFineSpeed","int","HMI_Fine_SuperFineSpeed","HMI_Fine_SuperFineSpeed"
"PLC uploded Tags.HMI_Fine_Vibro_Enable","bool","HMI_Fine_Vibro_Enable","HMI_Fine_Vibro_Enable"
"PLC uploded Tags.HMI_Gas_Burner_Outlet_Temp_High_Tol_SP","float","HMI_Gas_Burner_Outlet_Temp_High_Tol_SP","HMI_Gas_Burner_Outlet_Temp_High_Tol_SP"
"PLC uploded Tags.HMI_Gas_Burner_Outlet_Temp_Low_Tol_SP","float","HMI_Gas_Burner_Outlet_Temp_Low_Tol_SP","HMI_Gas_Burner_Outlet_Temp_Low_Tol_SP"
"PLC uploded Tags.HMI_Gas_Burner_Outlet_Temp_SP","float","HMI_Gas_Burner_Outlet_Temp_SP","HMI_Gas_Burner_Outlet_Temp_SP"
"PLC uploded Tags.HMI_HeaterEnable","bool","HMI_HeaterEnable","HMI_HeaterEnable"
"PLC uploded Tags.HMI_Heating_Zone_Low_Flam_SP","float","HMI_Heating_Zone_Low_Flam_SP","HMI_Heating_Zone_Low_Flam_SP"
"PLC uploded Tags.HMI_Heating_Zone_Temp_High_SP","float","HMI_Heating_Zone_Temp_High_SP","HMI_Heating_Zone_Temp_High_SP"
"PLC uploded Tags.HMI_Heating_Zone_Temp_High_Tol_SP","float","HMI_Heating_Zone_Temp_High_Tol_SP","HMI_Heating_Zone_Temp_High_Tol_SP"
"PLC uploded Tags.HMI_Heating_Zone_Temp_Low_SP","float","HMI_Heating_Zone_Temp_Low_SP","HMI_Heating_Zone_Temp_Low_SP"
"PLC uploded Tags.HMI_Heating_Zone_Temp_Low_Tol_SP","float","HMI_Heating_Zone_Temp_Low_Tol_SP","HMI_Heating_Zone_Temp_Low_Tol_SP"
"PLC uploded Tags.HMI_Heating_Zone_Temp_SP","float","HMI_Heating_Zone_Temp_SP","HMI_Heating_Zone_Temp_SP"
"PLC uploded Tags.HMI_Ioniser_Enable","bool","HMI_Ioniser_Enable","HMI_Ioniser_Enable"
"PLC uploded Tags.HMI_Manual_Chopper_1_Pu_Cyl_Fwd_Cmd","bool","HMI_Manual_Chopper_1_Pu_Cyl_Fwd_Cmd","HMI_Manual_Chopper_1_Pu_Cyl_Fwd_Cmd"
"PLC uploded Tags.HMI_Manual_Chopper_1_Pu_Cyl_Rev_Cmd","bool","HMI_Manual_Chopper_1_Pu_Cyl_Rev_Cmd","HMI_Manual_Chopper_1_Pu_Cyl_Rev_Cmd"
"PLC uploded Tags.HMI_Manual_Chopper_1_Roller_Dn_Cmd","bool","HMI_Manual_Chopper_1_Roller_Dn_Cmd","HMI_Manual_Chopper_1_Roller_Dn_Cmd"
"PLC uploded Tags.HMI_Manual_Chopper_1_Roller_UP_Cmd","bool","HMI_Manual_Chopper_1_Roller_UP_Cmd","HMI_Manual_Chopper_1_Roller_UP_Cmd"
"PLC uploded Tags.HMI_Manual_Chopper_2_Pu_Cyl_Fwd_Cmd","bool","HMI_Manual_Chopper_2_Pu_Cyl_Fwd_Cmd","HMI_Manual_Chopper_2_Pu_Cyl_Fwd_Cmd"
"PLC uploded Tags.HMI_Manual_Chopper_2_Pu_Cyl_Rev_Cmd","bool","HMI_Manual_Chopper_2_Pu_Cyl_Rev_Cmd","HMI_Manual_Chopper_2_Pu_Cyl_Rev_Cmd"
"PLC uploded Tags.HMI_Manual_Chopper_2_Roller_Dn_Cmd","bool","HMI_Manual_Chopper_2_Roller_Dn_Cmd","HMI_Manual_Chopper_2_Roller_Dn_Cmd"
"PLC uploded Tags.HMI_Manual_Chopper_2_Roller_UP_Cmd","bool","HMI_Manual_Chopper_2_Roller_UP_Cmd","HMI_Manual_Chopper_2_Roller_UP_Cmd"
"PLC uploded Tags.HMI_Manual_Coarse_Speed_SP","float","HMI_Manual_Coarse_Speed_SP","HMI_Manual_Coarse_Speed_SP"
"PLC uploded Tags.HMI_Manual_control_valve_output","float","HMI_Manual_control_valve_output","HMI_Manual_control_valve_output"
"PLC uploded Tags.HMI_Manual_Fine_Speed_SP","float","HMI_Manual_Fine_Speed_SP","HMI_Manual_Fine_Speed_SP"
"PLC uploded Tags.HMI_Manual_VFD_Speed","float","HMI_Manual_VFD_Speed","HMI_Manual_VFD_Speed"
"PLC uploded Tags.HMI_MDC_Start_Cmd","bool","HMI_MDC_Start_Cmd","HMI_MDC_Start_Cmd"
"PLC uploded Tags.HMI_Operator_Delay_Time","int","HMI_Operator_Delay_Time","HMI_Operator_Delay_Time"
"PLC uploded Tags.HMI_Recipe_Load","bool","HMI_Recipe_Load","HMI_Recipe_Load"
"PLC uploded Tags.HMI_Recipe_Load_No","int","HMI_Recipe_Load_No","HMI_Recipe_Load_No"
"PLC uploded Tags.HMI_Recipe_Restore","bool","HMI_Recipe_Restore","HMI_Recipe_Restore"
"PLC uploded Tags.HMI_Recipe_Restore_No","int","HMI_Recipe_Restore_No","HMI_Recipe_Restore_No"
"PLC uploded Tags.HMI_Recipe_Save","bool","HMI_Recipe_Save","HMI_Recipe_Save"
"PLC uploded Tags.HMI_Recipe_Save_No","int","HMI_Recipe_Save_No","HMI_Recipe_Save_No"
"PLC uploded Tags.HMI_Reset_PB","bool","HMI_Reset_PB","HMI_Reset_PB"
"PLC uploded Tags.HMI_Tol","float","HMI_Tol","HMI_Tol"
"PLC uploded Tags.HMI_WI_Zero_Cmd","bool","HMI_WI_Zero_Cmd","HMI_WI_Zero_Cmd"
"PLC uploded Tags.HMI_Z2_Heating_Zone_Enable","bool","HMI_Z2_Heating_Zone_Enable","HMI_Z2_Heating_Zone_Enable"
"PLC uploded Tags.Hot_Air","bool","Hot_Air","Hot_Air"
"PLC uploded Tags.IBC001_Auto_Speed","float","IBC001_Auto_Speed","IBC001_Auto_Speed"
"PLC uploded Tags.IBC001_Auto_Speed_While_Coarse_Feeding","float","IBC001_Auto_Speed_While_Coarse_Feeding","IBC001_Auto_Speed_While_Coarse_Feeding"
"PLC uploded Tags.IBC001_Auto_Speed_While_Fine_Feeding","float","IBC001_Auto_Speed_While_Fine_Feeding","IBC001_Auto_Speed_While_Fine_Feeding"
"PLC uploded Tags.IBC001_Auto_While_Super_Fine_Feeding","float","IBC001_Auto_While_Super_Fine_Feeding","IBC001_Auto_While_Super_Fine_Feeding"
"PLC uploded Tags.Input_Temp_For_Simulation","float","Input_Temp_For_Simulation","Input_Temp_For_Simulation"
"PLC uploded Tags.Manual_Mode_HMI_ASCR001_Start","bool","Manual_Mode_HMI_ASCR001_Start","Manual_Mode_HMI_ASCR001_Start"
"PLC uploded Tags.Manual_Mode_HMI_SM001_Start","bool","Manual_Mode_HMI_SM001_Start","Manual_Mode_HMI_SM001_Start"
"PLC uploded Tags.Manual_Mode_PB_ASCR001_Start","bool","Manual_Mode_PB_ASCR001_Start","Manual_Mode_PB_ASCR001_Start"
"PLC uploded Tags.Manual_Mode_PB_SM001_Start","bool","Manual_Mode_PB_SM001_Start","Manual_Mode_PB_SM001_Start"
"PLC uploded Tags.Master_Recipe_Fine_Weight","float","Master_Recipe_Fine_Weight","Master_Recipe_Fine_Weight"
"PLC uploded Tags.Master_Recipe_Free_Fall_Weight","float","Master_Recipe_Free_Fall_Weight","Master_Recipe_Free_Fall_Weight"
"PLC uploded Tags.Master_Recipe_Super_Fine_Weight","float","Master_Recipe_Super_Fine_Weight","Master_Recipe_Super_Fine_Weight"
"PLC uploded Tags.Master_Recipe_Target_Weight","float","Master_Recipe_Target_Weight","Master_Recipe_Target_Weight"
"PLC uploded Tags.Material_level_High","bool","Material_level_High","Material_level_High"
"PLC uploded Tags.MCC3_Path","string","MCC3_Path","MCC3_Path"
"PLC uploded Tags.MDC_Fault_Reset_CMD","bool","MDC_Fault_Reset_CMD","MDC_Fault_Reset_CMD"
"PLC uploded Tags.MDC_Motor_Bypass","bool","MDC_Motor_Bypass","MDC_Motor_Bypass"
"PLC uploded Tags.Metal_Detection_Stn_Rejection_Status","int","Metal_Detection_Stn_Rejection_Status","Metal_Detection_Stn_Rejection_Status"
"PLC uploded Tags.MSV01_Auto_Speed_While_Material_Feeding","float","MSV01_Auto_Speed_While_Material_Feeding","MSV01_Auto_Speed_While_Material_Feeding"
"PLC uploded Tags.MSV01_Auto_Speed_While_Material_Reciving","float","MSV01_Auto_Speed_While_Material_Reciving","MSV01_Auto_Speed_While_Material_Reciving"
"PLC uploded Tags.MSV01_Level_Sensor_High_SP","float","MSV01_Level_Sensor_High_SP","MSV01_Level_Sensor_High_SP"
"PLC uploded Tags.MSV01_Level_Sensor_High_Tol_SP","float","MSV01_Level_Sensor_High_Tol_SP","MSV01_Level_Sensor_High_Tol_SP"
"PLC uploded Tags.MSV01_Level_Sensor_Low_SP","float","MSV01_Level_Sensor_Low_SP","MSV01_Level_Sensor_Low_SP"
"PLC uploded Tags.MSV01_Level_Sensor_Low_Tol_SP","float","MSV01_Level_Sensor_Low_Tol_SP","MSV01_Level_Sensor_Low_Tol_SP"
"PLC uploded Tags.MSV02_Auto_Speed","float","MSV02_Auto_Speed","MSV02_Auto_Speed"
"PLC uploded Tags.MSV02_Auto_Speed_While_Coarse_Feeding","float","MSV02_Auto_Speed_While_Coarse_Feeding","MSV02_Auto_Speed_While_Coarse_Feeding"
"PLC uploded Tags.MSV02_Auto_Speed_While_Fine_Feeding","float","MSV02_Auto_Speed_While_Fine_Feeding","MSV02_Auto_Speed_While_Fine_Feeding"
"PLC uploded Tags.MSV02_Auto_While_Super_Fine_Feeding","float","MSV02_Auto_While_Super_Fine_Feeding","MSV02_Auto_While_Super_Fine_Feeding"
"PLC uploded Tags.Operator_Fault_Delay","bool","Operator_Fault_Delay","Operator_Fault_Delay"
"PLC uploded Tags.OSF","int","OSF","OSF"
"PLC uploded Tags.Panel","bool","Panel","Panel"
"PLC uploded Tags.R1020_Chopper_1_Cycle.STEP.0","bool","Wait For System Start Cmd","0"
"PLC uploded Tags.R1020_Chopper_1_Cycle.STEP.1","bool","Chopper-1 PU Cylinder-1 & 2 Fwd Cmd","1"
"PLC uploded Tags.R1020_Chopper_1_Cycle.STEP.2","bool","Chopper-1 Pressure Roller Cylinder Fwd Cmd","2"
"PLC uploded Tags.R1020_Chopper_1_Cycle.STEP.3","bool","Chopper-1-Spreader_Motor_Start_Cmd","3"
"PLC uploded Tags.R1020_Chopper_1_Cycle.STEP.4","bool","Chopper-1_Chopping_Motor_Start_Cmd","4"
"PLC uploded Tags.R1020_Chopper_1_Cycle.STEP.5","bool","Chopper-1_Anti-Static Coating Roller Motor Start Cmd","5"
"PLC uploded Tags.R1030_Chopper_2_Cycle.STEP.0","bool","Wait For System Start Cmd","0"
"PLC uploded Tags.R1030_Chopper_2_Cycle.STEP.1","bool","Chopper-2 PU Cylinder-1 & 2 Fwd Cmd","1"
"PLC uploded Tags.R1030_Chopper_2_Cycle.STEP.2","bool","Chopper-2 Pressure Roller Cylinder Fwd Cmd","2"
"PLC uploded Tags.R1030_Chopper_2_Cycle.STEP.3","bool","Chopper-2-Spreader_Motor_Start_Cmd","3"
"PLC uploded Tags.R1030_Chopper_2_Cycle.STEP.4","bool","Chopper-2_Chopping_Motor_Start_Cmd","4"
"PLC uploded Tags.R1030_Chopper_2_Cycle.STEP.5","bool","Chopper-2_Anti-Static Coating Roller Motor Start Cmd","5"
"PLC uploded Tags.R2010_MainLogic.STEP.1","bool","HomeCondition","1"
"PLC uploded Tags.R2010_MainLogic.STEP.2","bool","Dryer Outlet Vibratory feeder-1 and 2 ON","2"
"PLC uploded Tags.R2010_MainLogic.STEP.3","bool","Dryer Conveyor Motor ON","3"
"PLC uploded Tags.R2015_HeatingLogic.STEP.1","bool","Home Condition","1"
"PLC uploded Tags.R2015_HeatingLogic.STEP.2","bool","Dryer Heating Zone Outlet Collector ON","2"
"PLC uploded Tags.R2015_HeatingLogic.STEP.3","bool","Dryer Heating Zone Inlet Blower ON","3"
"PLC uploded Tags.R2015_HeatingLogic.STEP.4","bool","Dryer_HeatingZoneReadyForProduction","4"
"PLC uploded Tags.R2015_HeatingLogic.STEP.5","bool","Heating Start Signal","5"
"PLC uploded Tags.R2015_HeatingLogic.STEP.6","bool","Heating High Flame ON","6"
"PLC uploded Tags.R2015_HeatingLogic.STEP.7","bool","Heating Low Flame ON","7"
"PLC uploded Tags.R2020_CoolingLogic.STEP.0","bool","Home Condition","0"
"PLC uploded Tags.R2020_CoolingLogic.STEP.1","bool","Dryer Cooling Zone Enable","1"
"PLC uploded Tags.R2020_CoolingLogic.STEP.2","bool","Dryer Cooling Zone Dust Collector ON","2"
"PLC uploded Tags.R2020_CoolingLogic.STEP.3","bool","Dryer Cooling Zone Inlet Blower ON","3"
"PLC uploded Tags.R2020_CoolingLogic.STEP.4","bool","Dryer Cooling Zone Ready For Production","4"
"PLC uploded Tags.Recipe_Loaded","bool","Recipe_Loaded","Recipe_Loaded"
"PLC uploded Tags.Recipe_Name","string","Recipe_Name","Recipe_Name"
"PLC uploded Tags.Recipe_Number","int","Recipe_Number","Recipe_Number"
"PLC uploded Tags.Recipe_Restored","bool","Recipe_Restored","Recipe_Restored"
"PLC uploded Tags.Recipe_Saved","bool","Recipe_Saved","Recipe_Saved"
"PLC uploded Tags.Recipe_Total_Target_Weight","float","Recipe_Total_Target_Weight","Recipe_Total_Target_Weight"
"PLC uploded Tags.Rejection_Stn_Rejection_Status","int","Rejection_Stn_Rejection_Status","Rejection_Stn_Rejection_Status"
"PLC uploded Tags.RIO01_DI","bool","RIO01_DI","RIO01_DI"
"PLC uploded Tags.RIO01_DO","bool","RIO01_DO","RIO01_DO"
"PLC uploded Tags.RIO01_SDI","bool","RIO01_SDI","RIO01_SDI"
"PLC uploded Tags.RIO01_SDO","bool","RIO01_SDO","RIO01_SDO"
"PLC uploded Tags.RIO02_DI","bool","RIO02_DI","RIO02_DI"
"PLC uploded Tags.RIO02_DO","bool","RIO02_DO","RIO02_DO"
"PLC uploded Tags.RIO02_SDI","bool","RIO02_SDI","RIO02_SDI"
"PLC uploded Tags.RIO02_SDO","bool","RIO02_SDO","RIO02_SDO"
"PLC uploded Tags.RIO03_DI","bool","RIO03_DI","RIO03_DI"
"PLC uploded Tags.RIO03_DO","bool","RIO03_DO","RIO03_DO"
"PLC uploded Tags.RIO03_SDI","bool","RIO03_SDI","RIO03_SDI"
"PLC uploded Tags.RIO03_SDO","bool","RIO03_SDO","RIO03_SDO"
"PLC uploded Tags.RIO03_Z3:10:I.0","bool","DI57_Tilting Station Bag Entry Sensor","0"
"PLC uploded Tags.RIO03_Z3:10:I.1","bool","DI58_Stitching Station Bag Exit Sensor","1"
"PLC uploded Tags.RIO03_Z3:10:I.2","bool","DI59_Stitching Station Thread Cutter Cylinder Fwd FB","2"
"PLC uploded Tags.RIO03_Z3:10:I.3","bool","DI60_Stitching Station Thread Cutter Cylinder Rev FB","3"
"PLC uploded Tags.RIO03_Z3:10:I.4","bool","DI61_Stitching Station Thread breake Detection Sensor-1","4"
"PLC uploded Tags.RIO03_Z3:10:I.5","bool","DI62_Stitching Station Thread breake Detection Sensor-2","5"
"PLC uploded Tags.RIO03_Z3:10:I.6","bool","DI63_Stitching Station Stitching Start Sensor","6"
"PLC uploded Tags.RIO03_Z3:10:I.7","bool","DI64_Stitching Station Stitching StopSensor","7"
"PLC uploded Tags.RIO03_Z3:11:I.0","bool","DI65_Tilting Station Bag Exit Sensor","0"
"PLC uploded Tags.RIO03_Z3:11:I.1","bool","DI66_Bag Flattner Station Bag Entry Sensor","1"
"PLC uploded Tags.RIO03_Z3:11:I.2","bool","DI67_Bag Flattner Station Bag Exit Sensor","2"
"PLC uploded Tags.RIO03_Z3:11:I.3","bool","DI68_Spare DI","3"
"PLC uploded Tags.RIO03_Z3:11:I.4","bool","DI69_Spare DI","4"
"PLC uploded Tags.RIO03_Z3:11:I.5","bool","DI70_Metal Detector Station Bag Entry Sensor","5"
"PLC uploded Tags.RIO03_Z3:11:I.6","bool","DI71_Metal Detector Station Bag Exit Sensor","6"
"PLC uploded Tags.RIO03_Z3:11:I.7","bool","DI72_Metal Detector FB","7"
"PLC uploded Tags.RIO03_Z3:12:I.0","bool","DI73_Rejection Station Bag Present Sensor","0"
"PLC uploded Tags.RIO03_Z3:12:I.1","bool","DI74_Rejection Station Bag Entry Sensor","1"
"PLC uploded Tags.RIO03_Z3:12:I.2","bool","DI75_Rejection Station Bag Exit Sensor","2"
"PLC uploded Tags.RIO03_Z3:12:I.3","bool","DI76_Rejection Station Pusher Cyl Forward FB","3"
"PLC uploded Tags.RIO03_Z3:12:I.4","bool","DI77_Rejection Station Pusher Cyl Reverse FB","4"
"PLC uploded Tags.RIO03_Z3:12:I.5","bool","DI78_Spare DI","5"
"PLC uploded Tags.RIO03_Z3:12:I.6","bool","DI79_Packing Zone Dust Collector Level High","6"
"PLC uploded Tags.RIO03_Z3:12:I.7","bool","DI80_Dust Collector Discharge BFV Open FB","7"
"PLC uploded Tags.RIO03_Z3:13:I.0","bool","DI81_Dust Collector Discharge BFV Close FB","0"
"PLC uploded Tags.RIO03_Z3:13:I.1","bool","DI82_Spare DI","1"
"PLC uploded Tags.RIO03_Z3:13:I.2","bool","DI83_Spare DI","2"
"PLC uploded Tags.RIO03_Z3:13:I.3","bool","DI84_Incliend Belt conveyor Disconnector FB","3"
"PLC uploded Tags.RIO03_Z3:13:I.4","bool","DI85_Material Storage Vibro-1 Disconnector FB","4"
"PLC uploded Tags.RIO03_Z3:13:I.5","bool","DI86_Material Storage Vibro-2 Disconnector FB","5"
"PLC uploded Tags.RIO03_Z3:13:I.6","bool","DI87_Bag Filling Conveyor Disconnector FB","6"
"PLC uploded Tags.RIO03_Z3:13:I.7","bool","DI88_Bag Sealing & Stiching Conveyor Disconnector FB","7"
"PLC uploded Tags.RIO03_Z3:14:I.0","bool","DI89_Bag Tilting Conveyor Disconnector FB","0"
"PLC uploded Tags.RIO03_Z3:14:I.1","bool","DI90_Bag Flattening Bottom Conveyor Disconnector FB","1"
"PLC uploded Tags.RIO03_Z3:14:I.2","bool","DI91_Bag Flattening Top Conveyor Disconnector FB","2"
"PLC uploded Tags.RIO03_Z3:14:I.3","bool","DI92_Metal Detector Conveyor metal Detection FB","3"
"PLC uploded Tags.RIO03_Z3:14:I.4","bool","DI93_Bag Rejection Conveyor Disconnector FB","4"
"PLC uploded Tags.RIO03_Z3:14:I.5","bool","DI94_Spare","5"
"PLC uploded Tags.RIO03_Z3:14:I.6","bool","DI95_Inclined Conveyor Start PB","6"
